ID,Text,AudioSnippetPath
278555_291225,oh they all love each_other .,/content/all_data/278555_291225.mp3
304795_308155,I liked it too .,/content/all_data/304795_308155.mp3
329225_331475,okay .,/content/all_data/329225_331475.mp3
333670_337345,<I like the> [/] I like the .,/content/all_data/333670_337345.mp3
341075_346315,okay can I talk inside it ?,/content/all_data/341075_346315.mp3
353000_356925,it's so cool is it gonna be so cool .,/content/all_data/353000_356925.mp3
375235_382685,<okay okay> [/] okay is it gonna be so fun so much fun .,/content/all_data/375235_382685.mp3
403785_411075,um &-um with mad .,/content/all_data/403785_411075.mp3
432895_434695,head .,/content/all_data/432895_434695.mp3
452715_454085,to &-um .,/content/all_data/452715_454085.mp3
453045_454955,head .,/content/all_data/453045_454955.mp3
593225_596535,I know that I can do that .,/content/all_data/593225_596535.mp3
598665_600685,um .,/content/all_data/598665_600685.mp3
636095_645185,um I know what this is <I I> [/] I saw this book .,/content/all_data/636095_645185.mp3
653795_655925,I saw this one .,/content/all_data/653795_655925.mp3
676055_681785,um &-um with frog inside here .,/content/all_data/676055_681785.mp3
684635_691105,a frog gets out and the boy didn't see the frog .,/content/all_data/684635_691105.mp3
696405_699765,he she except_for the look at the frog .,/content/all_data/696405_699765.mp3
700205_702245,look for the frog .,/content/all_data/700205_702245.mp3
708385_714245,he dog was the dog but he get the dog out .,/content/all_data/708385_714245.mp3
714245_716205,did give not the dog .,/content/all_data/714245_716205.mp3
716725_725775,he said to go out to find him .,/content/all_data/716725_725775.mp3
727225_730935,he called out the frog .,/content/all_data/727225_730935.mp3
729935_733845,my house .,/content/all_data/729935_733845.mp3
733895_744795,and [/] and he [/] he sold a little thing with [/] with green and it run away under the hole .,/content/all_data/733895_744795.mp3
743665_749425,hey come on .,/content/all_data/743665_749425.mp3
748425_753435,and it's four eight four or four .,/content/all_data/748425_753435.mp3
753565_772935,and the bees got mad from <the dog> [/] the dog run from the bees and hated the bird .,/content/all_data/753565_772935.mp3
772255_778175,it was spreading one dollar over him .,/content/all_data/772255_778175.mp3
780535_784105,he called out the frog and then the bird .,/content/all_data/780535_784105.mp3
784665_798645,they went and then <he he> [/] he just got Ben from the bird and got away and the dog started to fall .,/content/all_data/784665_798645.mp3
801065_806225,and the dog drove down from them home .,/content/all_data/801065_806225.mp3
808975_812825,was the man in the pond happy .,/content/all_data/808975_812825.mp3
815655_834465,and then them have to find the frog or the quiet from <the frog and> [/] the frog and lost the frog .,/content/all_data/815655_834465.mp3
838495_851145,now this is it was so it said come &-um I'm gonna keep this guy safe .,/content/all_data/838495_851145.mp3
854095_862125,and all of the frogs been happy now come don't love it so .,/content/all_data/854095_862125.mp3
864055_867895,it's end with a happy ending .,/content/all_data/864055_867895.mp3
876875_878455,um .,/content/all_data/876875_878455.mp3
905055_927535,was gonna make up a scene where it was &-um music and put music .,/content/all_data/905055_927535.mp3
928285_931525,and then them start to go on the boat .,/content/all_data/928285_931525.mp3
930725_934725,and then saw the frog jumping in the pool .,/content/all_data/930725_934725.mp3
935845_945685,and then the frog just about at the pool sit down and get to go boat .,/content/all_data/935845_945685.mp3
946865_951095,and the boat happened .,/content/all_data/946865_951095.mp3
952245_978375,and then the one the go on this and was another white dog .,/content/all_data/952245_978375.mp3
977665_989045,<I know> [/] I know slide he wanted to go down there .,/content/all_data/977665_989045.mp3
992605_996455,so I go in the water .,/content/all_data/992605_996455.mp3
998205_1008365,he wanted to do something was can you move this .,/content/all_data/998205_1008365.mp3
1007385_1038555,what's this for <and then> [/] and then yes let's move &-um don't one of the kids off the &-um why did white what mom said .,/content/all_data/1007385_1038555.mp3
1070125_1082375,but one them have a house music and have <why dog> [/] why dog because they I wanna turn it off .,/content/all_data/1070125_1082375.mp3
1087325_1103275,is it on no I think he's going on that .,/content/all_data/1087325_1103275.mp3
1105755_1107635,what going on this .,/content/all_data/1105755_1107635.mp3
1108125_1121535,oh he's going back he's now going back over here jumping off jumping .,/content/all_data/1108125_1121535.mp3
1123005_1135655,oh [/] oh there you go [/] go up here go up there he goes up here .,/content/all_data/1123005_1135655.mp3
1134855_1143865,then he's now pressing the wifi pressing wifi again .,/content/all_data/1134855_1143865.mp3
1156145_1167605,she <is he> [/] is he is I up how are you &-um the back .,/content/all_data/1156145_1167605.mp3
1179185_1185765,she listens into music ow hurt .,/content/all_data/1179185_1185765.mp3
1184825_1188095,he's getting out the house .,/content/all_data/1184825_1188095.mp3
1190125_1195125,oh he's he has clothing .,/content/all_data/1190125_1195125.mp3
1195615_1209535,and he wants to see on we he she wants to do this now .,/content/all_data/1195615_1209535.mp3
1209405_1212415,we she go up here .,/content/all_data/1209405_1212415.mp3
1212040_1213695,what was she doing ?,/content/all_data/1212040_1213695.mp3
1214725_1217245,she wanted to go up here .,/content/all_data/1214725_1217245.mp3
1217195_1222075,oh who she means this okay .,/content/all_data/1217195_1222075.mp3
1221375_1235075,Tony [/] Tony honey is he tongue is he sticking .,/content/all_data/1221375_1235075.mp3
1256325_1271125,he still are you gonna go in the water don jumped the girl this is a boy taking in the .,/content/all_data/1256325_1271125.mp3
1282565_1291205,pool well I think I make up this house having Tony look at Tony .,/content/all_data/1282565_1291205.mp3
1292785_1302805,he's up here sleeping .,/content/all_data/1292785_1302805.mp3
1303535_1305645,that's Toby's bed .,/content/all_data/1303535_1305645.mp3
1304705_1323035,Toby's had to has a best friend likes to hook .,/content/all_data/1304705_1323035.mp3
1323245_1360635,<the Tonys are> [/] the Tonys are hungry .,/content/all_data/1323245_1360635.mp3
1381565_1384335,why are the Tony's hungry ?,/content/all_data/1381565_1384335.mp3
1393355_1398185,the Tony's are listening to music .,/content/all_data/1393355_1398185.mp3
1399175_1407705,&-um it's turn on lights turn off .,/content/all_data/1399175_1407705.mp3
1406755_1410135,lights turn on lights turn off .,/content/all_data/1406755_1410135.mp3
1409335_1411055,lights turn on .,/content/all_data/1409335_1411055.mp3
1410075_1413295,lights are you doing that .,/content/all_data/1410075_1413295.mp3
1412315_1416425,<can I> [/] can I put this one .,/content/all_data/1412315_1416425.mp3
1418585_1424785,this is go back .,/content/all_data/1418585_1424785.mp3
1424775_1429905,okay he sees the upstairs .,/content/all_data/1424775_1429905.mp3
1438935_1443125,the Tony's are the Tony's gonna go on that .,/content/all_data/1438935_1443125.mp3
1443845_1450525,the toss are taking oh look at the Tony he's going to jump .,/content/all_data/1443845_1450525.mp3
1450415_1459005,it's a secret tree house .,/content/all_data/1450415_1459005.mp3
1462165_1464855,his a secret tree house .,/content/all_data/1462165_1464855.mp3
1464645_1471135,has this everyone can sit on look [/] look at this guy .,/content/all_data/1464645_1471135.mp3
1470525_1472485,he can sit on it .,/content/all_data/1470525_1472485.mp3
1473655_1475415,he turned around .,/content/all_data/1473655_1475415.mp3
1476205_1480615,you don't know where at you needs at the tree .,/content/all_data/1476205_1480615.mp3
1482385_1495965,you [/] you see just love to do this .,/content/all_data/1482385_1495965.mp3
1499845_1505895,but she is bigger than she is big .,/content/all_data/1499845_1505895.mp3
1506445_1509055,she is [/] is always big .,/content/all_data/1506445_1509055.mp3
1509365_1520535,and you know this you know what's the last name of goat .,/content/all_data/1509365_1520535.mp3
1522155_1538255,I had to put what <Mr goat> [/] Mr goat what oh [/] oh I got over there .,/content/all_data/1522155_1538255.mp3
1540205_1547645,no this guy is going Mr Kelly is going at the he ripped himself .,/content/all_data/1540205_1547645.mp3
1546945_1556615,Toby dirt what does other Tony just bring on their music .,/content/all_data/1546945_1556615.mp3
1557405_1565655,so I don't know .,/content/all_data/1557405_1565655.mp3
1566165_1568575,but I gotta cook something .,/content/all_data/1566165_1568575.mp3
1570875_1574735,cooking the one cooking .,/content/all_data/1570875_1574735.mp3
1573785_1577775,I gonna cook bread .,/content/all_data/1573785_1577775.mp3
1579275_1591665,oh I need me guy just this guy oh &-um .,/content/all_data/1579275_1591665.mp3
1593865_1608415,&-um I want this stay here this is gonna I don't think reach excuse me .,/content/all_data/1593865_1608415.mp3
1608645_1624785,up the guy wasn't there's up goes is what &-um like good [/] good luck .,/content/all_data/1608645_1624785.mp3
1630775_1637375,good so this is not actually the end .,/content/all_data/1630775_1637375.mp3
1641655_1646285,if the done cooking that's the end of the cook .,/content/all_data/1641655_1646285.mp3
1646845_1651175,and them go have can I get this out .,/content/all_data/1646845_1651175.mp3
1654035_1661855,them sit on the oh why just to best friend here sing under it .,/content/all_data/1654035_1661855.mp3
1662165_1664455,that's so weird .,/content/all_data/1662165_1664455.mp3
1664685_1669605,oh Tony are you using the bathroom ?,/content/all_data/1664685_1669605.mp3
1668625_1672305,I see him .,/content/all_data/1668625_1672305.mp3
1672825_1675615,there is daddy .,/content/all_data/1672825_1675615.mp3
1674665_1679135,what's Tony do ?,/content/all_data/1674665_1679135.mp3
1678765_1696925,can truck you didn't see that coming color faster than look he's looking .,/content/all_data/1678765_1696925.mp3
1700605_1702615,how did he still react ?,/content/all_data/1700605_1702615.mp3
1702435_1717645,&-um what this is done &-um Tony's &-um all of them eat all of them eat what do they eat &-um meat what can I eat ?,/content/all_data/1702435_1717645.mp3
1717645_1732245,&-um &-um &-um the meat okay [/] okay and a_lot_of Tony's what is the Tony's turn out nowhere .,/content/all_data/1717645_1732245.mp3
1732205_1745865,stop Tony I have a_lot_of Tony's coming at here but Tony why do you have these a_lot_of you it is .,/content/all_data/1732205_1745865.mp3
1746905_1751215,oh my god he goat .,/content/all_data/1746905_1751215.mp3
1750885_1756595,oh my god I am just going to get them all up here .,/content/all_data/1750885_1756595.mp3
1757885_1764925,no oh my god these comes off all of you are going to eat .,/content/all_data/1757885_1764925.mp3
1766345_1769045,but take all those .,/content/all_data/1766345_1769045.mp3
1768315_1772135,that's the end [/] end .,/content/all_data/1768315_1772135.mp3
1773685_1780685,and I got for this it says wifi aid good off .,/content/all_data/1773685_1780685.mp3
1781055_1786645,good story and how do you know what happened .,/content/all_data/1781055_1786645.mp3
1791485_1817925,actually make this made a party everything's dancing even <the house> [/] the house is dancing .,/content/all_data/1791485_1817925.mp3
1816925_1826995,what's this door pay coffee .,/content/all_data/1816925_1826995.mp3
1836495_1837915,cup .,/content/all_data/1836495_1837915.mp3
1841075_1843045,yeah [/] yeah .,/content/all_data/1841075_1843045.mp3
1857715_1860865,a duck what is it on water .,/content/all_data/1857715_1860865.mp3
1861825_1863515,quack [/] quack .,/content/all_data/1861825_1863515.mp3
1865435_1869635,<a table> [/] a table noises it make .,/content/all_data/1865435_1869635.mp3
1870345_1877405,it [/] it makes it makes table noises it makes mm .,/content/all_data/1870345_1877405.mp3
1880955_1882795,monkey .,/content/all_data/1880955_1882795.mp3
1885205_1891265,um hammer with a nail .,/content/all_data/1885205_1891265.mp3
1893045_1897485,a <t knot> [/] t knot .,/content/all_data/1893045_1897485.mp3
1897775_1901295,it's a <tuna fish> [/] tuna fish .,/content/all_data/1897775_1901295.mp3
1903445_1906455,a watch ride .,/content/all_data/1903445_1906455.mp3
1907115_1909185,a spider .,/content/all_data/1907115_1909185.mp3
1909965_1920475,a web &-um drum [/] drum is &-um can I tell you something .,/content/all_data/1909965_1920475.mp3
1919745_1922855,spurs don't have eyes .,/content/all_data/1919745_1922855.mp3
1926975_1932075,because I saw a spur on the bus and it didn't have eyes oh .,/content/all_data/1926975_1932075.mp3
1932935_1936065,cool have eyes mm .,/content/all_data/1932935_1936065.mp3
1939945_1943855,them can see up or down .,/content/all_data/1939945_1943855.mp3
1943805_1962305,them can see up or down I'm trying to get this cord untangled from your leg (be)cause it looks like it's tangled on your lip oh my goodness you're all tangled up there better like [/] like a broken oh .,/content/all_data/1943805_1962305.mp3
1965265_1970295,a [/] a drum with &-um steak where you can plate .,/content/all_data/1965265_1970295.mp3
1972615_1975725,plate it looks like a drum mhm .,/content/all_data/1972615_1975725.mp3
1976375_1980455,a knife would look like a zombie .,/content/all_data/1976375_1980455.mp3
1981995_1985685,that's called a church guy yeah .,/content/all_data/1981995_1985685.mp3
1987255_1993425,um <the new> [/] the new Donga_Row shoes .,/content/all_data/1987255_1993425.mp3
1996105_1999795,a new salon right from the early .,/content/all_data/1996105_1999795.mp3
2000455_2008105,oh <the the the> [/] the new swing too .,/content/all_data/2000455_2008105.mp3
2009245_2013955,the new but tar on the store .,/content/all_data/2009245_2013955.mp3
2026185_2027795,um lion .,/content/all_data/2026185_2027795.mp3
2030755_2036305,um old chair from the store .,/content/all_data/2030755_2036305.mp3
2036575_2039165,um new soap from the store .,/content/all_data/2036575_2039165.mp3
2045555_2047445,soap .,/content/all_data/2045555_2047445.mp3
2050355_2051985,new .,/content/all_data/2050355_2051985.mp3
2061965_2065824,tar tigers have these mhm .,/content/all_data/2061965_2065824.mp3
2066565_2068545,um oh .,/content/all_data/2066565_2068545.mp3
2073784_2077395,a [/] a finger good .,/content/all_data/2073784_2077395.mp3
2078454_2082234,<a a> [/] a ring what is this what mom has .,/content/all_data/2078454_2082234.mp3
2084264_2086554,and pink pinky .,/content/all_data/2084264_2086554.mp3
2089005_2097835,your you're dumb somebody thinky [/] thinky was different mhm .,/content/all_data/2089005_2097835.mp3
2098785_2102585,um elephants [/] elephants are big they .,/content/all_data/2098785_2102585.mp3
2103285_2111075,my &-um a vacuum where I had it's [/] it's new from the family mm .,/content/all_data/2103285_2111075.mp3
2114185_2120105,um a bucket of sand has got was at the store was new .,/content/all_data/2114185_2120105.mp3
2120765_2122145,a .,/content/all_data/2120765_2122145.mp3
2123525_2127005,a [/] a bucket .,/content/all_data/2123525_2127005.mp3
2136085_2138825,shovel ball .,/content/all_data/2136085_2138825.mp3
2143835_2146065,yeah I can breathe .,/content/all_data/2143835_2146065.mp3
2147065_2149615,ha .,/content/all_data/2147065_2149615.mp3
2151335_2153115,the .,/content/all_data/2151335_2153115.mp3
2152825_2158995,a zebra a drag .,/content/all_data/2152825_2158995.mp3
2159065_2161765,and an apple .,/content/all_data/2159065_2161765.mp3
2163935_2165385,rich .,/content/all_data/2163935_2165385.mp3
2172885_2176385,come cur I get it closer .,/content/all_data/2172885_2176385.mp3
2178525_2180375,I need to sneeze .,/content/all_data/2178525_2180375.mp3
2184605_2186045,I want to .,/content/all_data/2184605_2186045.mp3
2187895_2191015,I'm gonna sneeze oh bless you .,/content/all_data/2187895_2191015.mp3
2199445_2202555,making her hair neat .,/content/all_data/2199445_2202555.mp3
2203045_2205605,brushing her hair .,/content/all_data/2203045_2205605.mp3
2208515_2210985,blue .,/content/all_data/2208515_2210985.mp3
2220875_2223805,brother and what is the cat doing .,/content/all_data/2220875_2223805.mp3
2224735_2227135,watching tv .,/content/all_data/2224735_2227135.mp3
2228825_2230645,a frog .,/content/all_data/2228825_2230645.mp3
2231825_2235635,like a pencil mhm .,/content/all_data/2231825_2235635.mp3
2240525_2241855,that one .,/content/all_data/2240525_2241855.mp3
2244795_2253005,be light in the library no &-um the library teacher's &~sh .,/content/all_data/2244795_2253005.mp3
2254535_2258815,um a fruit leaf clover .,/content/all_data/2254535_2258815.mp3
2261565_2266885,a leaf it looks like a port leaf clover .,/content/all_data/2261565_2266885.mp3
2268385_2271505,I'm a sneak .,/content/all_data/2268385_2271505.mp3
2273395_2281535,I'm cookie [/] cookie what is this a rat eating &-uh cheese .,/content/all_data/2273395_2281535.mp3
2285825_2290825,um &-uh (pa)jamas go .,/content/all_data/2285825_2290825.mp3
2292595_2295125,um &-um a mouth .,/content/all_data/2292595_2295125.mp3
2296215_2300925,a key we can bite everything .,/content/all_data/2296215_2300925.mp3
2307155_2309065,um dark queen .,/content/all_data/2307155_2309065.mp3
2312975_2315195,she a princess .,/content/all_data/2312975_2315195.mp3
2317885_2320245,um the [/] the more two .,/content/all_data/2317885_2320245.mp3
2328895_2330805,crown .,/content/all_data/2328895_2330805.mp3
2331415_2341195,a [/] a new car was named &-um the one dollar car yeah .,/content/all_data/2331415_2341195.mp3
2344165_2346245,a taxi .,/content/all_data/2344165_2346245.mp3
2353085_2356335,um &-um a truck .,/content/all_data/2353085_2356335.mp3
2357375_2364165,red okay and it's for thousand dollars a thousand dollars maybe .,/content/all_data/2357375_2364165.mp3
2370205_2372855,just orange juice .,/content/all_data/2370205_2372855.mp3
2375585_2378115,a zoo .,/content/all_data/2375585_2378115.mp3
2381525_2384735,four five six seven .,/content/all_data/2381525_2384735.mp3
2395935_2398875,I know how to say a story .,/content/all_data/2395935_2398875.mp3
2482185_2486295,three friends was walking home to school .,/content/all_data/2482185_2486295.mp3
2489355_2499025,you see something heard and black that's a above here .,/content/all_data/2489355_2499025.mp3
2501385_2508265,a zoom by and hide under a bush .,/content/all_data/2501385_2508265.mp3
2509685_2514665,Jim a deer .,/content/all_data/2509685_2514665.mp3
2516075_2519085,that is a silly guess .,/content/all_data/2516075_2519085.mp3
2519985_2524055,a deer is isn't little .,/content/all_data/2519985_2524055.mp3
2524825_2532175,a deer is big I saw a deer like that it was too big oh .,/content/all_data/2524825_2532175.mp3
2535015_2541305,Tina guesses is a chicken .,/content/all_data/2535015_2541305.mp3
2542735_2546225,that is a silly guess .,/content/all_data/2542735_2546225.mp3
2548405_2552535,chicken don't have fur .,/content/all_data/2548405_2552535.mp3
2554375_2558465,a chicken has feathers .,/content/all_data/2554375_2558465.mp3
2561795_2566495,Vinny guesses it is a rabbit .,/content/all_data/2561795_2566495.mp3
2566625_2569425,that is a silly guess .,/content/all_data/2566625_2569425.mp3
2571085_2574035,the rabbit they will not run .,/content/all_data/2571085_2574035.mp3
2575115_2577855,the rabbit will hop .,/content/all_data/2575115_2577855.mp3
2583675_2592855,the chicken doesn't look under <the the> [/] the grand fish it's a puppy .,/content/all_data/2583675_2592855.mp3
2596385_2599155,then shout it's a puppy .,/content/all_data/2596385_2599155.mp3
2601565_2604845,the puppy sees the kids .,/content/all_data/2601565_2604845.mp3
2607375_2611285,it dropped a green ball out its mouth .,/content/all_data/2607375_2611285.mp3
2614985_2619375,catch with me .,/content/all_data/2614985_2619375.mp3
2625505_2631635,one up okay .,/content/all_data/2625505_2631635.mp3
2637865_2649335,okay a watch can I make a story .,/content/all_data/2637865_2649335.mp3
2655505_2658895,thank you .,/content/all_data/2655505_2658895.mp3
2659145_2662685,stop up .,/content/all_data/2659145_2662685.mp3
2665335_2667795,watchy watch [/] watch .,/content/all_data/2665335_2667795.mp3
2671165_2675455,my family relax .,/content/all_data/2671165_2675455.mp3
2676565_2679065,two .,/content/all_data/2676565_2679065.mp3
2690495_2693445,alright .,/content/all_data/2690495_2693445.mp3
2700345_2725315,once it was a car plastic &-um a [/] a stew in the cat alone and the car slowed down and then I watch the car picked up the watch it was just almost late for it leaves it picked up the cat and the dog .,/content/all_data/2700345_2725315.mp3
2726605_2737285,and he got the car oh and then go quickly at his house at the [/] the village .,/content/all_data/2726605_2737285.mp3
2751405_2752685,car .,/content/all_data/2751405_2752685.mp3
2755645_2757585,good job car .,/content/all_data/2755645_2757585.mp3
2761195_2766185,tree behind I the car back .,/content/all_data/2761195_2766185.mp3
2783255_2784685,okay .,/content/all_data/2783255_2784685.mp3
2783255_2789335,lock the truck okay the .,/content/all_data/2783255_2789335.mp3
2790885_2792395,okay .,/content/all_data/2790885_2792395.mp3
2797435_2818625,okay under car under oh I mean the car my car stupid here you go under the bridge .,/content/all_data/2797435_2818625.mp3
2821585_2825285,good oh up under the bridge .,/content/all_data/2821585_2825285.mp3
2829305_2838415,okay two children two .,/content/all_data/2829305_2838415.mp3
2837415_2839495,children face .,/content/all_data/2837415_2839495.mp3
2846305_2849555,okay .,/content/all_data/2846305_2849555.mp3
2863455_2866705,how big .,/content/all_data/2863455_2866705.mp3
2870655_2873315,okay .,/content/all_data/2870655_2873315.mp3
2883545_2890565,okay a house east side on the car mhm .,/content/all_data/2883545_2890565.mp3
2892245_2899455,look the mountain can stand up .,/content/all_data/2892245_2899455.mp3
2898865_2908305,can't actually fall the house on it [/] it stays carefully look anyone look .,/content/all_data/2898865_2908305.mp3
2912745_2915495,that [/] that can stand .,/content/all_data/2912745_2915495.mp3
2919765_2926895,okay the little house he's not taller than anyone .,/content/all_data/2919765_2926895.mp3
2928465_2950595,okay a child is oh [/] oh can he do a tree blocking the child okay to jesus blocking the child you see that .,/content/all_data/2928465_2950595.mp3
2956925_2960705,the child can knock it down now .,/content/all_data/2956925_2960705.mp3
2961315_2970945,it try to lock it down oh it's so strong how did the tree fall .,/content/all_data/2961315_2970945.mp3
2973155_2977985,it's so is the tree so strong .,/content/all_data/2973155_2977985.mp3
2979335_2987515,very right punch it shake it shakes everybody .,/content/all_data/2979335_2987515.mp3
2994985_2996625,I good .,/content/all_data/2994985_2996625.mp3
3001835_3010725,a khaki a ball but I'm itchy my ears are itchy .,/content/all_data/3001835_3010725.mp3
3010705_3025475,a [/] a shoe tup [: cup] fish .,/content/all_data/3010705_3025475.mp3
3041725_3046115,Kia scissors .,/content/all_data/3041725_3046115.mp3
3048565_3086535,rainbow watch window square [/] square &-um &-um &-um restroom sink I mean &-um paintbrush <helicopter helicopter> [/] helicopter butter ocean shall glass [/] glass &-um &-um lock &-um globe haw cut pinchers temperature timer ghost chaser ladder .,/content/all_data/3048565_3086535.mp3
3145385_3147845,doing volcano .,/content/all_data/3145385_3147845.mp3
3148945_3162745,it's [/] it's it <it's it's it's> [/] it's gonna it's gonna far &-uh up refer it up yep .,/content/all_data/3148945_3162745.mp3
3165515_3169585,fast an itchy .,/content/all_data/3165515_3169585.mp3
3174685_3177895,a mountain .,/content/all_data/3174685_3177895.mp3
3183485_3187565,old is oldies .,/content/all_data/3183485_3187565.mp3
0_3167,house .,/content/all_data/0_3167.mp3
3211_5291,door .,/content/all_data/3211_5291.mp3
7961_10291,a pig .,/content/all_data/7961_10291.mp3
9291_14540,cup .,/content/all_data/9291_14540.mp3
18585_21165,boy .,/content/all_data/18585_21165.mp3
21680_23632,affle [: apple] .,/content/all_data/21680_23632.mp3
27010_29840,go .,/content/all_data/27010_29840.mp3
30472_32473,a duck .,/content/all_data/30472_32473.mp3
31557_35040,crack [: quack] crack [: quack] .,/content/all_data/31557_35040.mp3
36460_39351,a table .,/content/all_data/36460_39351.mp3
40760_43382,a monkey .,/content/all_data/40760_43382.mp3
44090_46132,hammer .,/content/all_data/44090_46132.mp3
46601_48555,fish .,/content/all_data/46601_48555.mp3
51260_53760,a watch .,/content/all_data/51260_53760.mp3
54090_56384,spider .,/content/all_data/54090_56384.mp3
56060_58710,spider web .,/content/all_data/56060_58710.mp3
58760_63165,drum .,/content/all_data/58760_63165.mp3
68260_71260,plate .,/content/all_data/68260_71260.mp3
76290_79180,fork .,/content/all_data/76290_79180.mp3
79211_81634,a knife .,/content/all_data/79211_81634.mp3
85211_88681,shoes .,/content/all_data/85211_88681.mp3
89960_94790,&-sw slide .,/content/all_data/89960_94790.mp3
94480_96882,drink .,/content/all_data/94480_96882.mp3
102169_105420,slide .,/content/all_data/102169_105420.mp3
107211_109601,guitar .,/content/all_data/107211_109601.mp3
109852_113670,lion .,/content/all_data/109852_113670.mp3
113760_115836,xxx .,/content/all_data/113760_115836.mp3
114836_119311,soap .,/content/all_data/114836_119311.mp3
122180_124920,glasses .,/content/all_data/122180_124920.mp3
125382_127730,a tiger .,/content/all_data/125382_127730.mp3
128414_130730,puzzles .,/content/all_data/128414_130730.mp3
134921_137336,hand .,/content/all_data/134921_137336.mp3
138555_140601,finger .,/content/all_data/138555_140601.mp3
140340_142480,tumb [: thumb] .,/content/all_data/140340_142480.mp3
142587_146807,ring .,/content/all_data/142587_146807.mp3
155169_158382,elephant .,/content/all_data/155169_158382.mp3
158670_160921,vacuum .,/content/all_data/158670_160921.mp3
159921_165140,shovel .,/content/all_data/159921_165140.mp3
164140_166790,bucket .,/content/all_data/164140_166790.mp3
166510_169060,shovel .,/content/all_data/166510_169060.mp3
175230_179556,girl .,/content/all_data/175230_179556.mp3
183340_186290,teasher [: teacher] .,/content/all_data/183340_186290.mp3
187508_189590,hersh [: horse] .,/content/all_data/187508_189590.mp3
194601_197418,zebra .,/content/all_data/194601_197418.mp3
218210_221710,&-guh giraffe .,/content/all_data/218210_221710.mp3
224460_230664,fruit .,/content/all_data/224460_230664.mp3
237585_240914,veshuble [: vegetable] .,/content/all_data/237585_240914.mp3
246132_249710,combin [: coming] her air [: hair] with a brush .,/content/all_data/246132_249710.mp3
255060_258916,brush her hair .,/content/all_data/255060_258916.mp3
265917_267632,blue .,/content/all_data/265917_267632.mp3
266632_268540,and this one is ?,/content/all_data/266632_268540.mp3
267540_271790,yell [: yellow] .,/content/all_data/267540_271790.mp3
270790_276788,xxx .,/content/all_data/270790_276788.mp3
280337_285136,a boy .,/content/all_data/280337_285136.mp3
287305_289978,friend .,/content/all_data/287305_289978.mp3
290132_293920,and my brother .,/content/all_data/290132_293920.mp3
296039_298339,frog .,/content/all_data/296039_298339.mp3
299884_302840,a frog .,/content/all_data/299884_302840.mp3
302730_305133,blueen [: green] .,/content/all_data/302730_305133.mp3
316585_320961,that book .,/content/all_data/316585_320961.mp3
323291_325851,a leaf .,/content/all_data/323291_325851.mp3
325919_328090,cookie .,/content/all_data/325919_328090.mp3
328460_331311,keese [: cheese] .,/content/all_data/328460_331311.mp3
337091_340931,pajamas .,/content/all_data/337091_340931.mp3
342540_344670,teef [: teeth] .,/content/all_data/342540_344670.mp3
351665_358175,u:m .,/content/all_data/351665_358175.mp3
361540_364090,princess .,/content/all_data/361540_364090.mp3
367480_372587,u:h .,/content/all_data/367480_372587.mp3
372510_374790,princess .,/content/all_data/372510_374790.mp3
374790_381670,kings .,/content/all_data/374790_381670.mp3
385929_388914,gold .,/content/all_data/385929_388914.mp3
388980_391420,grey .,/content/all_data/388980_391420.mp3
392132_394339,a truck .,/content/all_data/392132_394339.mp3
395210_399460,red .,/content/all_data/395210_399460.mp3
400041_402171,orange juice .,/content/all_data/400041_402171.mp3
406478_409837,animals .,/content/all_data/406478_409837.mp3
416211_418915,a zoo .,/content/all_data/416211_418915.mp3
420020_421895,star .,/content/all_data/420020_421895.mp3
422587_428790,"three, four, five, six, seven .",/content/all_data/422587_428790.mp3
473882_476180,yeah .,/content/all_data/473882_476180.mp3
508960_514540,three friends are walkin [: walking] to school .,/content/all_data/508960_514540.mp3
519090_522680,furry and black .,/content/all_data/519090_522680.mp3
526511_530930,"little, furry and black .",/content/all_data/526511_530930.mp3
538851_542671,zoom .,/content/all_data/538851_542671.mp3
549480_554385,zoom xxx under the bush .,/content/all_data/549480_554385.mp3
557310_561668,jam [: Jim] xxx a deer .,/content/all_data/557310_561668.mp3
563541_566835,that is a silly guess .,/content/all_data/563541_566835.mp3
567170_570590,a deer is not little .,/content/all_data/567170_570590.mp3
572090_575351,a deer is big .,/content/all_data/572090_575351.mp3
577010_580851,Tina is a chicken .,/content/all_data/577010_580851.mp3
582960_586680,that is a silly guess .,/content/all_data/582960_586680.mp3
587635_591460,a chicken don't have fur .,/content/all_data/587635_591460.mp3
594060_598260,a chicken have feather .,/content/all_data/594060_598260.mp3
604633_608431,Vinny is a rabbit .,/content/all_data/604633_608431.mp3
607431_610382,a rabbit .,/content/all_data/607431_610382.mp3
611336_614586,that is a silly guess .,/content/all_data/611336_614586.mp3
615637_619480,a rabbit will not run .,/content/all_data/615637_619480.mp3
620210_623340,a rabbit will hop .,/content/all_data/620210_623340.mp3
627260_634636,xxx brick [: thick] branches .,/content/all_data/627260_634636.mp3
636310_640132,they say it's a puppy .,/content/all_data/636310_640132.mp3
641211_644711,the puppy sees the kids .,/content/all_data/641211_644711.mp3
646590_650540,it drop a green ball from her mouth .,/content/all_data/646590_650540.mp3
653790_658230,it barks play catch with me .,/content/all_data/653790_658230.mp3
730760_733150,nose .,/content/all_data/730760_733150.mp3
732415_734134,ears .,/content/all_data/732415_734134.mp3
734290_736258,eye .,/content/all_data/734290_736258.mp3
747790_750086,cat .,/content/all_data/747790_750086.mp3
